QuestionText,QuestionLink,Asker,Edits,QuestionsAsked,Answers,Facebook,Sex,Location,Banned,Followers,Following
What fundamental rights of women should be guarenteed in the constitution of your country and why?,https://www.quora.com/What-fundamental-rights-of-women-should-be-guarenteed-in-the-constitution-of-your-country-and-why?srid=tWUb&share=1,,,,,,,,,,
"If your categorized as a ""sweet or lovely guy"" - what does that mean in girl language? And when it comes to potential for a relationship?",https://www.quora.com/If-your-categorized-as-a-sweet-or-lovely-guy-what-does-that-mean-in-girl-language-And-when-it-comes-to-potential-for-a-relationship,,,,,,,,,,
Will women become the more powerful gender in the United States?,https://www.quora.com/Will-women-become-the-more-powerful-gender-in-the-United-States,,,,,,,,,,
"My wife has huge breasts, recently some of my friends told me that breasts increase in size because of sexual activity? Is that true and could it be possible that my wife had premarital sexual relations?",https://www.quora.com/My-wife-has-huge-breasts-recently-some-of-my-friends-told-me-that-breasts-increase-in-size-because-of-sexual-activity-Is-that-true-and-could-it-be-possible-that-my-wife-had-premarital-sexual-relations,,,,,,,,,,
What is power of women?,https://www.quora.com/What-is-power-of-women,,,,,,,,,,
Why women don't kiss man's hand?,https://www.quora.com/Why-women-dont-kiss-mans-hand,,,,,,,,,,
Why do white women have bowl-shaped hips?,https://www.quora.com/Why-do-white-women-have-bowl-shaped-hips,,,,,,,,,,
"Should high school girls be allowed to make peepee into a field, or should this privilege be restricted to boys?",https://www.quora.com/Should-high-school-girls-be-allowed-to-make-peepee-into-a-field-or-should-this-privilege-be-restricted-to-boys,,,,,,,,,,
"In terms of dating, do Arab men have it the worst when trying to get with Caucasian women?",https://www.quora.com/In-terms-of-dating-do-Arab-men-have-it-the-worst-when-trying-to-get-with-Caucasian-women,,,,,,,,,,
How can I disturb a girl clandestinely?,https://www.quora.com/How-can-I-disturb-a-girl-clandestinely,,,,,,,,,,
Girl rejected me but she lets me have feelings for her?,https://www.quora.com/Girl-rejected-me-but-she-lets-me-have-feelings-for-her,,,,,,,,,,
Do girls like a Justin Bieber chest look or a muscular chest that is noticable?,https://www.quora.com/Do-girls-like-a-Justin-Bieber-chest-look-or-a-muscular-chest-that-is-noticable,,,,,,,,,,
Does the system of knowledge that has mainly been developed by men make highly educated women more masculine?,https://www.quora.com/Does-the-system-of-knowledge-that-has-mainly-been-developed-by-men-make-highly-educated-women-more-masculine,,,,,,,,,,
How can language learners recognize the women character in non-Latin scripts?,https://www.quora.com/How-can-language-learners-recognize-the-women-character-in-non-Latin-scripts,,,,,,,,,,
"Is it misogynistic to say, “I am wary of masculinity in a skirt'""?",https://www.quora.com/Is-it-misogynistic-to-say-“I-am-wary-of-masculinity-in-a-skirt,,,,,,,,,,
How does the population ratio between women and men keep so equal?,https://www.quora.com/How-does-the-population-ratio-between-women-and-men-keep-so-equal,,,,,,,,,,
"What are the reasons why women age so rapidly post sixty years of age, compared to the aging of men of same age?",https://www.quora.com/What-are-the-reasons-why-women-age-so-rapidly-post-sixty-years-of-age-compared-to-the-aging-of-men-of-same-age,,,,,,,,,,
"Is it misogynistic to tell a woman to ""Be a mother and not an old maid! ”?",https://www.quora.com/Is-it-misogynistic-to-tell-a-woman-to-Be-a-mother-and-not-an-old-maid-”,,,,,,,,,,
Why would a girl that seems really keen on me have a habit of ignoring half the messages I send?,https://www.quora.com/Why-would-a-girl-that-seems-really-keen-on-me-have-a-habit-of-ignoring-half-the-messages-I-send,,,,,,,,,,
Do women prefer a man to have rough hands or soft hands?,https://www.quora.com/Do-women-prefer-a-man-to-have-rough-hands-or-soft-hands,,,,,,,,,,
Is it okay for a woman to imitate an affair?,https://www.quora.com/Is-it-okay-for-a-woman-to-imitate-an-affair,,,,,,,,,,
Adult Content: Can you lick your wife or girlfriend?,https://www.quora.com/Adult-Content/Can-you-lick-your-wife-or-girlfriend,,,,,,,,,,
Some men believe that women think women are psychic. Do women themselves believe that women are psychic and/or listen to voices in their heads telling them what to do?,https://www.quora.com/Some-men-believe-that-women-think-women-are-psychic-Do-women-themselves-believe-that-women-are-psychic-and-or-listen-to-voices-in-their-heads-telling-them-what-to-do,,,,,,,,,,
Is it true that women are more bullshit-sensible than men?,https://www.quora.com/Is-it-true-that-women-are-more-bullshit-sensible-than-men,,,,,,,,,,
Why does female got more answers than a male on this Quora:D,https://www.quora.com/Why-does-female-got-more-answers-than-a-male-on-this-Quora-D,,,,,,,,,,
How can I make a girl have feelings for you?,https://www.quora.com/How-can-I-make-a-girl-have-feelings-for-you,,,,,,,,,,
"In comparison to their European counterparts, how do many American women manage to look so flawless?",https://www.quora.com/In-comparison-to-their-European-counterparts-how-do-many-American-women-manage-to-look-so-flawless,,,,,,,,,,
How can a heterosexual man marry a beautiful woman?,https://www.quora.com/How-can-a-heterosexual-man-marry-a-beautiful-woman,,,,,,,,,,
Should only women rule the world since they are better than men?,https://www.quora.com/Should-only-women-rule-the-world-since-they-are-better-than-men,,,,,,,,,,
How can a heterosexual male overcome his fear of heterosexual women?,https://www.quora.com/How-can-a-heterosexual-male-overcome-his-fear-of-heterosexual-women,,,,,,,,,,
My friend would like to get filthy rich. She can't get married or kill someone. What is the best way to do it online?,https://www.quora.com/My-friend-would-like-to-get-filthy-rich-She-cant-get-married-or-kill-someone-What-is-the-best-way-to-do-it-online,,,,,,,,,,
There are any mangalik girl?,https://www.quora.com/There-are-any-mangalik-girl,,,,,,,,,,
How can a heterosexual male convince the parents of an unwilling woman to make her marry him?,https://www.quora.com/How-can-a-heterosexual-male-convince-the-parents-of-an-unwilling-woman-to-make-her-marry-him,,,,,,,,,,
Can an Indian girl lift a guy on her shoulder?,https://www.quora.com/Can-an-Indian-girl-lift-a-guy-on-her-shoulder,,,,,,,,,,
Do women described as 'leggy' really have unusually long legs relative to their body? Or is it just an optical illusion of some kind?,https://www.quora.com/Do-women-described-as-leggy-really-have-unusually-long-legs-relative-to-their-body-Or-is-it-just-an-optical-illusion-of-some-kind,,,,,,,,,,
A man is looking for white lady from Canada for long-term relationship leading to to marriage. How can a man find a woman that meets this desire?,https://www.quora.com/A-man-is-looking-for-white-lady-from-Canada-for-long-term-relationship-leading-to-to-marriage-How-can-a-man-find-a-woman-that-meets-this-desire,,,,,,,,,,
Is being tanned naturally attractive to women or not?,https://www.quora.com/Is-being-tanned-naturally-attractive-to-women-or-not,,,,,,,,,,
"Are there any natural, hairy women out there?",https://www.quora.com/How-common-is-it-for-women-to-leave-their-natural-body-hair-to-grow,,,,,,,,,,
Do girls like pooping?,https://www.quora.com/Do-girls-like-pooping,,,,,,,,,,
Why do young moms complain they don't have time?,https://www.quora.com/Why-do-young-moms-complain-they-dont-have-time,,,,,,,,,,
Do post-menopausal women ever miss menstruation?,https://www.quora.com/Do-post-menopausal-women-ever-miss-menstruation,,,,,,,,,,
Why are there women considered beautiful by a large group of men while also there are ugly women?,https://www.quora.com/Why-are-there-women-considered-beautiful-by-a-large-group-of-men-while-also-there-are-ugly-women?srid=tnPa&share=1,,,,,,,,,,
"Do white women like Latinos/Hispanics? If so, where are they at?",https://www.quora.com/Do-white-women-like-Latinos-Hispanics-If-so-where-are-they-at,,,,,,,,,,
Why do most Indian women rather that their daughters/ sister etc be victims of sexual assault and cry for some one to help them than to teach them how to fend off such attacks by training them in self defense?,https://www.quora.com/Why-do-most-Indian-women-rather-that-their-daughters-sister-etc-be-victims-of-sexual-assault-and-cry-for-some-one-to-help-them-than-to-teach-them-how-to-fend-off-such-attacks-by-training-them-in-self-defense,,,,,,,,,,
What does a woman think about a man whenever she sees his shoes?,https://www.quora.com/What-does-a-woman-think-about-a-man-whenever-she-sees-his-shoes,,,,,,,,,,
How can a man make women salivate every time they look at him?,https://www.quora.com/How-can-a-man-make-women-salivate-every-time-they-look-at-him,,,,,,,,,,
Why do Indian girls usually like to correct or lecture boys?,https://www.quora.com/Why-do-Indian-girls-usually-like-to-correct-or-lecture-boys,,,,,,,,,,
"How might a woman react when a friend of her randomly tells her, ""I love you""?",https://www.quora.com/How-might-a-woman-react-when-a-friend-of-her-randomly-tells-her-I-love-you,,,,,,,,,,
Do most heterosexual and bisexual American women find most foreign men more attractive than American men just because they're foreign?,https://www.quora.com/Do-most-heterosexual-and-bisexual-American-women-find-most-foreign-men-more-attractive-than-American-men-just-because-theyre-foreign,,,,,,,,,,
Was woman the first person to walk the earth?,https://www.quora.com/Was-woman-the-first-person-to-walk-the-earth,,,,,,,,,,
"Women: would you prefer to date a needy loser, or a workaholic who never calls?",https://www.quora.com/Women-would-you-prefer-to-date-a-needy-loser-or-a-workaholic-who-never-calls,,,,,,,,,,
Should I feel good people stare at my girlfriends I?,https://www.quora.com/Should-I-feel-good-people-stare-at-my-girlfriends-I,,,,,,,,,,
Are there highly attractive girls or women out there that have never had a boyfriend before?,https://www.quora.com/Are-there-highly-attractive-girls-or-women-out-there-that-have-never-had-a-boyfriend-before,,,,,,,,,,
"Why in startups & VC, the least dangerous man or woman is the one with family?",https://www.quora.com/Why-in-startups-VC-the-least-dangerous-man-or-woman-is-the-one-with-family,,,,,,,,,,
"Do girls really not like it if you say ""hey beautiful"" on the street?",https://www.quora.com/Do-girls-really-not-like-it-if-you-say-hey-beautiful-on-the-street,,,,,,,,,,
Why do so many north Indian girls dress so immodestly during functions?,https://www.quora.com/Why-do-so-many-north-Indian-girls-dress-so-immodestly-during-functions,,,,,,,,,,
Why does my girlfriend keep telling me she's a virgin when she's not anymore? I don't get it.,https://www.quora.com/Why-does-my-girlfriend-keep-telling-me-shes-a-virgin-when-shes-not-anymore-I-dont-get-it,,,,,,,,,,
What is the nationality of women who first walk in the moon?,https://www.quora.com/What-is-the-nationality-of-women-who-first-walk-in-the-moon,,,,,,,,,,
Why are girls suddenly changing their profile pics on Facebook to comic pictures? Like girl comic heroes or something.,https://www.quora.com/Why-are-girls-suddenly-changing-their-profile-pics-on-Facebook-to-comic-pictures-Like-girl-comic-heroes-or-something,,,,,,,,,,
What are some benefits of dating younger women for men?,https://www.quora.com/What-are-some-benefits-of-dating-younger-women-for-men,,,,,,,,,,
Are women misusing the leniency given by the society?,https://www.quora.com/Are-women-misusing-the-leniency-given-by-the-society,,,,,,,,,,
"What do you think of this ""Fempocalypse"" idea by Karen Straughan?",https://www.quora.com/What-do-you-think-of-this-Fempocalypse-idea-by-Karen-Straughan,,,,,,,,,,
I am 72 and my girlfriend is 50. Why is she ignoring me today?,https://www.quora.com/I-am-72-and-my-girlfriend-is-50-Why-is-she-ignoring-me-today,,,,,,,,,,
Why wives in usa are willing to have sex and affairs with other men? And is it true what happens in movies such as affairs and sex wives have in public places with strangers for just sexual pleasure  ?,https://www.quora.com/Why-wives-in-usa-are-willing-to-have-sex-and-affairs-with-other-men-And-is-it-true-what-happens-in-movies-such-as-affairs-and-sex-wives-have-in-public-places-with-strangers-for-just-sexual-pleasure,,,,,,,,,,
What is best way to encourage a female director to fulfill her promise to a male?,https://www.quora.com/What-is-best-way-to-encourage-a-female-director-to-fulfill-her-promise-to-a-male,,,,,,,,,,
"Questions that contain assumptions: Scientifically speaking, why can't women be friends with women?",https://www.quora.com/Questions-that-contain-assumptions-Scientifically-speaking-why-cant-women-be-friends-with-women,,,,,,,,,,
How do men know that women like sexual stimulation of breasts?,https://www.quora.com/How-do-men-know-that-women-like-sexual-stimulation-of-breasts,,,,,,,,,,
What are some things where the first person to do them was a woman?,https://www.quora.com/What-are-some-things-where-the-first-person-to-do-them-was-a-woman,,,,,,,,,,
"Teen women, do you think that fucking is like digging in the immensity?",https://www.quora.com/Teen-women-do-you-think-that-fucking-is-like-digging-in-the-immensity-1,,,,,,,,,,
Feminism: Should women have quotas in every sector? Why?,https://www.quora.com/Feminism/Should-women-have-quotas-in-every-sector-Why,,,,,,,,,,
What does a First Lady actually do?,https://www.quora.com/What-does-a-First-Lady-actually-do,,,,,,,,,,
Why do women always freeze in offices?,https://www.quora.com/Why-do-women-always-freeze-in-offices,,,,,,,,,,
Why does it sound the way it does when women pee?,https://www.quora.com/Why-does-it-sound-the-way-it-does-when-women-pee,,,,,,,,,,
"Why is there a ""Arc"" in Jeanne d'Arc when it is not where she was born?",https://www.quora.com/Why-is-there-a-Arc-in-Jeanne-dArc-when-it-is-not-where-she-was-born,,,,,,,,,,
"In India, can a man sue a woman for breach of promise to marry?",https://www.quora.com/In-India-can-a-man-sue-a-woman-for-breach-of-promise-to-marry,,,,,,,,,,
Why do some girls like to stick their their tongues out when taking pictures?,https://www.quora.com/Why-do-some-girls-like-to-stick-their-their-tongues-out-when-taking-pictures,,,,,,,,,,
Are women who wear flat shoes more intelligent than women who wear heels?,https://www.quora.com/Are-women-who-wear-flat-shoes-more-intelligent-than-women-who-wear-heels,,,,,,,,,,
Why are American women scared?,https://www.quora.com/Why-are-American-women-scared,,,,,,,,,,
Why do paleolithic female figurines vastly outnumber those representing males?,https://www.quora.com/Why-do-paleolithic-female-figurines-vastly-outnumber-those-representing-males,,,,,,,,,,
Why does my wife force me to go to church? I hate going to church but my wife forces me every Sunday and I hate it. Any help?,https://www.quora.com/Why-does-my-wife-force-me-to-go-to-church-I-hate-going-to-church-but-my-wife-forces-me-every-Sunday-and-I-hate-it-Any-help,,,,,,,,,,
Do women in Western countries have more rights than men or less?,https://www.quora.com/Do-women-in-Western-countries-have-more-rights-than-men-or-less,,,,,,,,,,
What do real womens talk about?,https://www.quora.com/What-do-real-womens-talk-about,,,,,,,,,,
Why do women get angry when I'm annoyed with them?,https://www.quora.com/Why-do-women-get-angry-when-Im-annoyed-with-them,,,,,,,,,,
How do women benefit from patriarchy?,https://www.quora.com/How-do-women-benefit-from-patriarchy,,,,,,,,,,
I'm 17 and the girl I like is 19 (more info below)?,https://www.quora.com/Im-17-and-the-girl-I-like-is-19-more-info-below,,,,,,,,,,
Are there examples of economic and other exploitation of men by women?,https://www.quora.com/Are-there-examples-of-economic-and-other-exploitation-of-men-by-women,,,,,,,,,,
Is attacking a girl with acid correct for her behaviour?,https://www.quora.com/Is-attacking-a-girl-with-acid-correct-for-her-behaviour,,,,,,,,,,
"Why do white American women often find black or Latino men to be attractive, but they usually aren't attracted to Chinese, Japanese or Korean men?",https://www.quora.com/Why-do-white-American-women-often-find-black-or-Latino-men-to-be-attractive-but-they-usually-arent-attracted-to-Chinese-Japanese-or-Korean-men,,,,,,,,,,
How can I convince my wife that her having a job with high responsibilities is good for her?,https://www.quora.com/How-can-I-convince-my-wife-that-her-having-a-job-with-high-responsibilities-is-good-for-her,,,,,,,,,,
"What should women say instead of sorry, in order to avoid over apologizing but still sound polite?",https://www.quora.com/What-should-women-say-instead-of-sorry-in-order-to-avoid-over-apologizing-but-still-sound-polite,,,,,,,,,,
Why is sexual assault addressed as Violence against women and girls but homicide not addressed as Violence against men and boys?,https://www.quora.com/Why-is-sexual-assault-addressed-as-Violence-against-women-and-girls-but-homicide-not-addressed-as-Violence-against-men-and-boys,,,,,,,,,,
"Why do Americans, especially the women, have such long lower jawbones?",https://www.quora.com/Why-do-Americans-especially-the-women-have-such-long-lower-jawbones,,,,,,,,,,
"How likely is it that a pregnant woman will go out partying in a club, a day before her due date?",https://www.quora.com/How-likely-is-it-that-a-pregnant-woman-will-go-out-partying-in-a-club-a-day-before-her-due-date,,,,,,,,,,
Girls and Young Women Topics by Jay Wacker on Topic Gnomery,https://topic-gnomery.quora.com/Girls-and-Young-Women-Topics,,,,,,,,,,
Would human beings choose to believe something that is false to be true if it is the only way to have a serious relationship with another human being?,https://www.quora.com/Would-human-beings-choose-to-believe-something-that-is-false-to-be-true-if-it-is-the-only-way-to-have-a-serious-relationship-with-another-human-being,,,,,,,,,,
Why are 95% of the answers written by girls on Quora disgusting and without logic?,https://www.quora.com/Why-are-95-of-the-answers-written-by-girls-on-Quora-disgusting-and-without-logic,,,,,,,,,,
How do women who wear form-fitting formal blouses and pencil skirts or floor-length long office dresses realistically train for close-quarter grappling and groundfighting self-defense?,https://www.quora.com/How-do-women-who-wear-form-fitting-formal-blouses-and-pencil-skirts-or-floor-length-long-office-dresses-realistically-train-for-close-quarter-grappling-and-groundfighting-self-defense,,,,,,,,,,
Are women becoming more picky or the men they want don't really exist?,https://www.quora.com/Are-women-becoming-more-picky-or-the-men-they-want-dont-really-exist,,,,,,,,,,
"Why can't I, a honestly pretty girl, ever find a good man and why does it seem like every man I meet is always a liar and cheater and is just not as interested in me as I think he should be?",https://www.quora.com/Why-cant-I-a-honestly-pretty-girl-ever-find-a-good-man-and-why-does-it-seem-like-every-man-I-meet-is-always-a-liar-and-cheater-and-is-just-not-as-interested-in-me-as-I-think-he-should-be,,,,,,,,,,
Whats the fastest way to impress a woman?,https://www.quora.com/Whats-the-fastest-way-to-impress-a-woman,,,,,,,,,,
Women:Do women like men who have nice butts as much as men do to women?,https://www.quora.com/Women-Do-women-like-men-who-have-nice-butts-as-much-as-men-do-to-women,,,,,,,,,,
"Now that women have rights, shouldn't women renounce and relinquish all social and legal privileges?",https://www.quora.com/Now-that-women-have-rights-shouldnt-women-renounce-and-relinquish-all-social-and-legal-privileges,,,,,,,,,,
Why do I feel as if girls need less time and effort to get a boyfriend while a guy has to work harder for it? And why does this belief make me feel humiliated?,https://www.quora.com/Why-do-I-feel-as-if-girls-need-less-time-and-effort-to-get-a-boyfriend-while-a-guy-has-to-work-harder-for-it-And-why-does-this-belief-make-me-feel-humiliated,,,,,,,,,,
Why do men when they get older their sexual drive isn't as much as it was when they were younger? But ladies who are in their early 30s have a higher sexual drive then they did when they were younger?,https://www.quora.com/Why-do-men-when-they-get-older-their-sexual-drive-isnt-as-much-as-it-was-when-they-were-younger-But-ladies-who-are-in-their-early-30s-have-a-higher-sexual-drive-then-they-did-when-they-were-younger,,,,,,,,,,
"When current generation girls fight for equality, why do 99.9% of them want their boyfriend or husband to earn more than them?",https://www.quora.com/When-current-generation-girls-fight-for-equality-why-do-99-9-of-them-want-their-boyfriend-or-husband-to-earn-more-than-them,,,,,,,,,,
Will I get this girl after this?,https://www.quora.com/Will-I-get-this-girl-after-this,,,,,,,,,,
Conversation with girl?,https://www.quora.com/Conversation-with-girl,,,,,,,,,,
I cannot and will not accept that not every woman on this planet will find me attractive?,https://www.quora.com/I-cannot-and-will-not-accept-that-not-every-woman-on-this-planet-will-find-me-attractive,,,,,,,,,,
What should women do in family?,https://www.quora.com/What-should-women-do-in-family,,,,,,,,,,
Do women want to have children for their entertainment value or is there another reason to accept the time and financial burdens of parenthood?,https://www.quora.com/Do-women-want-to-have-children-for-their-entertainment-value-or-is-there-another-reason-to-accept-the-time-and-financial-burdens-of-parenthood,,,,,,,,,,
A lady who lives next to land we are trying to build on has threatened to go swimming naked in her pool if we build. We have young kids and a 2 story house. Is there any legal recourse before anything happens?,https://www.quora.com/A-lady-who-lives-next-to-land-we-are-trying-to-build-on-has-threatened-to-go-swimming-naked-in-her-pool-if-we-build-We-have-young-kids-and-a-2-story-house-Is-there-any-legal-recourse-before-anything-happens,,,,,,,,,,
Is there any way to figure out if a woman is horny?,https://www.quora.com/Is-there-any-way-to-figure-out-if-a-woman-is-horny,,,,,,,,,,
What is the word for when a female is being kind of coy but in a deliberately annoying way?,https://www.quora.com/What-is-the-word-for-when-a-female-is-being-kind-of-coy-but-in-a-deliberately-annoying-way,,,,,,,,,,
What do feminists think of women who like Heartiste?,https://www.quora.com/What-do-feminists-think-of-women-who-like-Heartiste,,,,,,,,,,
Do pregnant women build muscle faster?,https://www.quora.com/Do-pregnant-women-build-muscle-faster,,,,,,,,,,
"I have weird feelings (sexual) for women who are in difficult situations, like being arrested, in prison jumpsuits, crying in court, etc. It's not that I wish them harm, I just find them weirdly attractive. Is that normal?",https://www.quora.com/I-have-weird-feelings-sexual-for-women-who-are-in-difficult-situations-like-being-arrested-in-prison-jumpsuits-crying-in-court-etc-Its-not-that-I-wish-them-harm-I-just-find-them-weirdly-attractive-Is-that-normal,,,,,,,,,,
Homework Question: A girl accelerates at a rate of 2 m/s2 with a force of 100 newtons. What is the girl's mass? What does the girl weight?,https://www.quora.com/Homework-Question/A-girl-accelerates-at-a-rate-of-2-m-s2-with-a-force-of-100-newtons-What-is-the-girls-mass-What-does-the-girl-weight,,,,,,,,,,
Why does a women say you make her uncomfortable then cry when she sees you?,https://www.quora.com/Why-does-a-women-say-you-make-her-uncomfortable-then-cry-when-she-sees-you,,,,,,,,,,
How many holes are there in a woman's private area?,https://www.quora.com/How-many-holes-are-there-in-a-womans-private-area,,,,,,,,,,
Do lady gynocologists make good lovers and wives?,https://www.quora.com/Do-lady-gynocologists-make-good-lovers-and-wives,,,,,,,,,,
This girl switched her mind because of 1 thing I said. What does it mean?,https://www.quora.com/This-girl-switched-her-mind-because-of-1-thing-I-said-What-does-it-mean,,,,,,,,,,
Isn't it refreshing to see an American femalr?,https://www.quora.com/Isnt-it-refreshing-to-see-an-American-femalr,,,,,,,,,,
I don't want to see any other girls who are more beautiful than I am. What does this mean?,https://www.quora.com/I-dont-want-to-see-any-other-girls-who-are-more-beautiful-than-I-am-What-does-this-mean,,,,,,,,,,
What role(s) do women feel they play in the Indian society?,https://www.quora.com/What-role-s-do-women-feel-they-play-in-the-Indian-society,,,,,,,,,,
Why are men expected to not stare at women who expose some of their most beautiful features in public?,https://www.quora.com/Why-are-men-expected-to-not-stare-at-women-who-expose-some-of-their-most-beautiful-features-in-public,,,,,,,,,,
Are women capable of accountability when they are in the wrong?,https://www.quora.com/Are-women-capable-of-accountability-when-they-are-in-the-wrong,,,,,,,,,,
 How do women expect to advance when they do nothing but perpetuate stereotypes themselves?,https://www.quora.com/Question-That-Contains-Assumptions-1/How-do-women-expect-to-advance-when-they-do-nothing-but-perpetuate-stereotypes-themselves,,,,,,,,,,
"Why aren't the women only taxi and train services being sued in the United States, India and New Zealand?",https://www.quora.com/Why-arent-the-women-only-taxi-and-train-services-being-sued-in-the-United-States-India-and-New-Zealand,,,,,,,,,,
Is USA chick so pretty?,https://www.quora.com/Is-USA-chick-so-pretty,,,,,,,,,,
What's the biggest size a woman's breasts can be without being artificially enlarged?,https://www.quora.com/Whats-the-biggest-size-a-womans-breasts-can-be-without-being-artificially-enlarged,,,,,,,,,,
What does it mean if I ask a girl if she's happy through text?,https://www.quora.com/What-does-it-mean-if-I-ask-a-girl-if-shes-happy-through-text,,,,,,,,,,
"Girls, do you tend to share your instagram finds with your man? Are you satisfied with the process? Is he?",https://www.quora.com/Girls-do-you-tend-to-share-your-instagram-finds-with-your-man-Are-you-satisfied-with-the-process-Is-he,,,,,,,,,,
What are the signals women give to men they are interested in?,https://www.quora.com/What-are-the-signals-women-give-to-men-they-are-interested-in,,,,,,,,,,
Is it unfair that men usually date younger women?,https://www.quora.com/Is-it-unfair-that-men-usually-date-younger-women,,,,,,,,,,
Why do most of Asian women feel okay if they become victim of sexism?,https://www.quora.com/Why-do-most-of-Asian-women-feel-okay-if-they-become-victim-of-sexism,,,,,,,,,,
Question That Contains Assumptions: Why are non-working women more anti-feminist than anyone else?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-are-non-working-women-more-anti-feminist-than-anyone-else,,,,,,,,,,
Needs Attention: 3 days ago my boyfriend strangled me for 2 minutes and said it was an accident. I can't call the police now as it's too late. I love my boyfriend and he's really upset. What should I do?,https://www.quora.com/Needs-Attention/3-days-ago-my-boyfriend-strangled-me-for-2-minutes-and-said-it-was-an-accident-I-cant-call-the-police-now-as-its-too-late-I-love-my-boyfriend-and-hes-really-upset-What-should-I-do,,,,,,,,,,
Do women find mens butts attractive?,https://www.quora.com/Do-women-find-mens-butts-attractive,,,,,,,,,,
Do feminists support women-only taxis and train compartments?,https://www.quora.com/Do-feminists-support-women-only-taxis-and-train-compartments,,,,,,,,,,
Why do Women in their 20's like men in their 30's?,https://www.quora.com/Why-do-Women-in-their-20s-like-men-in-their-30s,,,,,,,,,,
Do women like to roam around menswear Instagram's accounts from time to time?,https://www.quora.com/Do-women-like-to-roam-around-menswear-Instagrams-accounts-from-time-to-time,,,,,,,,,,
Why do Woman's body look big in some clothes and small in other clothes?,https://www.quora.com/Why-do-Womans-body-look-big-in-some-clothes-and-small-in-other-clothes,,,,,,,,,,
Question That Contains Assumptions: Why do women believe they are more efficient at multi-tasking than men?,https://www.quora.com/Question-That-Contains-Assumptions-1/Why-do-women-believe-they-are-more-efficient-at-multi-tasking-than-men,,,,,,,,,,
"Is there a women's counterpart to the ""bro code"" that some men seem to adhere to.",https://www.quora.com/Is-there-a-womens-counterpart-to-the-bro-code-that-some-men-seem-to-adhere-to,,,,,,,,,,
"How many ways are there to distribute 8 birds and 5 weasels to 3 girls and 4 boys if boys will only accept birds, but girls will accept both birds and weasels?",https://www.quora.com/How-many-ways-are-there-to-distribute-8-birds-and-5-weasels-to-3-girls-and-4-boys-if-boys-will-only-accept-birds-but-girls-will-accept-both-birds-and-weasels,,,,,,,,,,
What kind of penises do women love to suck?,https://www.quora.com/What-kind-of-penises-do-women-love-to-suck,,,,,,,,,,
Would you agree that men today are castrated by the feminism movement?,https://www.quora.com/Would-you-agree-that-men-today-are-castrated-by-the-feminism-movement,,,,,,,,,,
Are female left handers different from male lefties?,https://www.quora.com/Are-female-left-handers-different-from-male-lefties,,,,,,,,,,
My friend loves to talk to guys who like her?,https://www.quora.com/My-friend-loves-to-talk-to-guys-who-like-her,,,,,,,,,,
Why do women have the right to vote in America?,https://www.quora.com/Why-do-women-have-the-right-to-vote-in-America,,,,,,,,,,
My girlfriend wants to go and get a masters degree. I do not. How should I react?,https://www.quora.com/My-girlfriend-wants-to-go-and-get-a-masters-degree-I-do-not-How-should-I-react,,,,,,,,,,
Is there more sexism against men than women nowadays?,https://www.quora.com/Is-there-more-sexism-against-men-than-women-nowadays,,,,,,,,,,
How long will a girl take to text you?,https://www.quora.com/How-long-will-a-girl-take-to-text-you,,,,,,,,,,
Should women be allowed to study science? Why or why not?,https://www.quora.com/Should-women-be-allowed-to-study-science-Why-or-why-not,,,,,,,,,,
"A girl sat one seat away from me in a lecture, does this mean anything?",https://www.quora.com/A-girl-sat-one-seat-away-from-me-in-a-lecture-does-this-mean-anything,,,,,,,,,,
Why do women wear slutty clothes and go out after getting a wax?,https://www.quora.com/Why-do-women-wear-slutty-clothes-and-go-out-after-getting-a-wax,,,,,,,,,,
What are old cars girls love?,https://www.quora.com/What-are-old-cars-girls-love,,,,,,,,,,
Is it possible to queef on command?,https://www.quora.com/Is-it-possible-to-queef-on-command?srid=D4w5&share=1,,,,,,,,,,
I am 20 years old male. Is it inappropriate for my aunt to walk around the house in her underwear?,https://www.quora.com/I-am-20-years-old-male-Is-it-inappropriate-for-my-aunt-to-walk-around-the-house-in-her-underwear,,,,,,,,,,
Why don't we cut the clits off of girls who masturbeat to prevent it in the future?,https://www.quora.com/Why-dont-we-cut-the-clits-off-of-girls-who-masturbeat-to-prevent-it-in-the-future,,,,,,,,,,
How did you convince your uncle to get his daughter married to you?,https://www.quora.com/How-did-you-convince-your-uncle-to-get-his-daughter-married-to-you,,,,,,,,,,
How did Indian women become experts in Dating & Relationships?,https://www.quora.com/How-did-Indian-women-become-experts-in-Dating-Relationships,,,,,,,,,,
Why do people love to suck dick?,https://www.quora.com/Why-do-people-love-to-suck-dick,,,,,,,,,,
Are there any statistics show women like long penis or thick ones or prefer bend penis over straight ones?,https://www.quora.com/Are-there-any-statistics-show-women-like-long-penis-or-thick-ones-or-prefer-bend-penis-over-straight-ones,,,,,,,,,,
Are there any statistics show women like long penis or thick ones or prefer bend penis over straight ones?,https://www.quora.com/Are-there-any-statistics-show-women-like-long-penis-or-thick-ones-or-prefer-bend-penis-over-straight-ones,,,,,,,,,,
How do men feel about divorced women?,https://www.quora.com/How-do-men-feel-about-divorced-women,,,,,,,,,,
Why are wives not interested in house work in joint family systems?,https://www.quora.com/Why-are-wives-not-interested-in-house-work-in-joint-family-systems,,,,,,,,,,
